hcp_id,first_name,last_name,specialty,tier,decile,city,state,zone,hospital,years_practicing,preferred_contact,npi_like_id
HCP-0475,Bhavya,Johal,GP,C,8,Pune,Maharashtra,West,Lilavati Hospital,22,Hospital,MCI-10475
HCP-0476,Vrinda,Nadig,Pulmonist,C,6,Chennai,Tamil Nadu,South,Apollo Hospital,39,Hospital,MCI-10476
HCP-0477,Varsha,Palla,Cardiologist,B,6,Hyderabad,Telangana,South,Wellness Clinic,38,Phone,MCI-10477
HCP-0478,Anusha,Mani,Diabetologist,C,9,Lucknow,Uttar Pradesh,North,Aster Medcity,22,Phone,MCI-10478
HCP-0479,Jairaj,Raghavan,Diabetologist,A,1,Pune,Maharashtra,West,Wellness Clinic,26,Hospital,MCI-10479
HCP-0480,Megha,Pai,Consultant_Physician,B,5,Bengaluru,Karnataka,South,Lilavati Hospital,12,Clinic,MCI-10480
HCP-0481,Madhav,Mannan,GP,B,5,Delhi,Delhi,North,Max Healthcare,13,Clinic,MCI-10481
HCP-0482,Brijesh,Mani,Pulmonist,C,10,Bengaluru,Karnataka,South,City Hospital,2,Clinic,MCI-10482
HCP-0483,Farhan,Pal,Gastroenterologist,C,9,Lucknow,Uttar Pradesh,North,Fortis Hospital,4,Clinic,MCI-10483
HCP-0484,Riya,Kunda,Diabetologist,C,10,Hyderabad,Telangana,South,,27,Phone,MCI-10484
HCP-0485,Varenya,Kala,Pulmonist,A,3,Delhi,Delhi,North,,38,Hospital,MCI-10485
HCP-0486,Saksham,Yohannan,Diabetologist,A,2,Hyderabad,Telangana,South,City Hospital,17,Clinic,MCI-10486
HCP-0487,Anika,Magar,Gastroenterologist,B,5,Bengaluru,Karnataka,South,Max Healthcare,22,Clinic,MCI-10487
HCP-0488,Laksh,Chopra,Cardiologist,A,1,Delhi,Delhi,North,Fortis Hospital,14,Hospital,MCI-10488
HCP-0489,Wriddhish,Kibe,Gastroenterologist,B,6,Mumbai,Maharashtra,West,,14,WhatsApp,MCI-10489
HCP-0490,Chandresh,Wali,Diabetologist,C,9,Chennai,Tamil Nadu,South,,5,Phone,MCI-10490
HCP-0491,Upkaar,Kaul,Diabetologist,B,4,Kochi,Kerala,South,Fortis Hospital,32,Phone,MCI-10491
HCP-0492,Charles,Chaudhry,Diabetologist,B,6,Delhi,Delhi,North,Manipal Hospital,14,Phone,MCI-10492
HCP-0493,Odika,Narayanan,Pulmonist,B,8,Delhi,Delhi,North,,5,Hospital,MCI-10493
HCP-0494,Urmi,Chaudhry,Consultant_Physician,B,4,Mumbai,Maharashtra,West,,27,Clinic,MCI-10494
HCP-0495,Laksh,Ahluwalia,Cardiologist,B,5,Mumbai,Maharashtra,West,City Hospital,33,Hospital,MCI-10495
HCP-0496,Nakul,Ray,Diabetologist,B,6,Pune,Maharashtra,West,Manipal Hospital,22,Clinic,MCI-10496
HCP-0497,Vamakshi,Sood,GP,B,3,Chennai,Tamil Nadu,South,,18,Hospital,MCI-10497
HCP-0498,Ryan,Mani,Pulmonist,B,4,Bengaluru,Karnataka,South,,31,Clinic,MCI-10498
HCP-0499,Ekani,Mangal,Diabetologist,B,4,Bengaluru,Karnataka,South,,17,Clinic,MCI-10499
HCP-0500,Daniel,Chakraborty,GP,C,9,Ahmedabad,Gujarat,West,Medanta Hospital,2,Clinic,MCI-10500
HCP-0501,Vincent,Warrior,Consultant_Physician,B,5,Chennai,Tamil Nadu,South,Manipal Hospital,18,Hospital,MCI-10501
HCP-0502,Baljiwan,Gill,GP,A,3,Bengaluru,Karnataka,South,Kokilaben Hospital,21,Clinic,MCI-10502
HCP-0503,Omisha,Goda,GP,B,4,Mumbai,Maharashtra,West,Global Hospital,10,Hospital,MCI-10503
HCP-0504,Balhaar,Ranganathan,Diabetologist,C,7,Mumbai,Maharashtra,West,City Hospital,31,Clinic,MCI-10504
HCP-0505,Warhi,Grewal,Cardiologist,B,5,Chennai,Tamil Nadu,South,,23,Clinic,MCI-10505
HCP-0506,Bimala,Barad,Cardiologist,B,7,Delhi,Delhi,North,AIIMS,17,Clinic,MCI-10506
HCP-0507,Aditya,Misra,GP,B,5,Delhi,Delhi,North,Lilavati Hospital,20,WhatsApp,MCI-10507
HCP-0508,Hredhaan,Nayak,GP,B,6,Mumbai,Maharashtra,West,,32,WhatsApp,MCI-10508
HCP-0509,Bhavani,Sha,Cardiologist,B,6,Mumbai,Maharashtra,West,,26,Clinic,MCI-10509
HCP-0510,Wakeeta,Desai,Gastroenterologist,A,5,Pune,Maharashtra,West,Artemis Hospital,3,Clinic,MCI-10510
HCP-0511,Yamini,Sidhu,GP,B,6,Bengaluru,Karnataka,South,City Hospital,29,WhatsApp,MCI-10511
HCP-0512,Anjali,Hans,Pulmonist,A,2,Kochi,Kerala,South,Kokilaben Hospital,18,Phone,MCI-10512
HCP-0513,Isaiah,Narayanan,GP,A,1,Delhi,Delhi,North,Wellness Clinic,38,Clinic,MCI-10513
HCP-0514,Nicholas,Shanker,Consultant_Physician,C,8,Kolkata,West Bengal,East,Sunrise Clinic,18,Hospital,MCI-10514
HCP-0515,Aarini,Grewal,GP,B,6,Mumbai,Maharashtra,West,Kokilaben Hospital,7,Clinic,MCI-10515
HCP-0516,Akshay,Nazareth,Cardiologist,A,4,Mumbai,Maharashtra,West,Apollo Hospital,2,Hospital,MCI-10516
HCP-0517,Chakrika,Hans,Cardiologist,B,5,Hyderabad,Telangana,South,Medanta Hospital,3,Hospital,MCI-10517
HCP-0518,Parth,Ravi,GP,B,7,Pune,Maharashtra,West,Care Clinic,36,Clinic,MCI-10518
HCP-0519,Prisha,Varma,Diabetologist,B,5,Hyderabad,Telangana,South,,11,Clinic,MCI-10519
HCP-0520,Falak,Chadha,Pulmonist,A,3,Hyderabad,Telangana,South,,5,Clinic,MCI-10520
HCP-0521,Nandini,Chandran,GP,B,6,Delhi,Delhi,North,Artemis Hospital,20,Phone,MCI-10521
HCP-0522,Qasim,Dey,Gastroenterologist,B,6,Mumbai,Maharashtra,West,Max Healthcare,26,Hospital,MCI-10522
HCP-0523,Vansha,Naik,Pulmonist,C,7,Mumbai,Maharashtra,West,,21,Phone,MCI-10523
HCP-0524,Yuvraj,Ahuja,Pulmonist,A,2,Mumbai,Maharashtra,West,,31,Clinic,MCI-10524
HCP-0525,Advika,Rajagopal,GP,C,8,Delhi,Delhi,North,Wellness Clinic,10,Phone,MCI-10525
HCP-0526,Warinder,Sekhon,GP,C,8,Hyderabad,Telangana,South,Wellness Clinic,35,Clinic,MCI-10526
HCP-0527,Amara,Narayan,Gastroenterologist,B,6,Kochi,Kerala,South,Kokilaben Hospital,34,Hospital,MCI-10527
HCP-0528,Chasmum,Apte,Pulmonist,C,9,Pune,Maharashtra,West,Global Hospital,2,Clinic,MCI-10528
HCP-0529,Advika,Parsa,Cardiologist,A,1,Pune,Maharashtra,West,City Hospital,20,Phone,MCI-10529
HCP-0530,Warinder,Bhatia,Diabetologist,C,9,Delhi,Delhi,North,,22,Clinic,MCI-10530
HCP-0531,Jagat,Shroff,Cardiologist,B,4,Chennai,Tamil Nadu,South,Lilavati Hospital,34,Hospital,MCI-10531
HCP-0532,Damyanti,Dutta,Gastroenterologist,C,8,Delhi,Delhi,North,Sunrise Clinic,35,Phone,MCI-10532
HCP-0533,Nidra,Thakkar,Consultant_Physician,B,4,Chennai,Tamil Nadu,South,Lilavati Hospital,22,Hospital,MCI-10533
HCP-0534,Deepa,Dalal,Gastroenterologist,C,6,Ahmedabad,Gujarat,West,,40,Clinic,MCI-10534
HCP-0535,Chakrika,Pillai,Pulmonist,B,3,Pune,Maharashtra,West,,24,Clinic,MCI-10535
HCP-0536,Timothy,Kanda,Diabetologist,C,7,Jaipur,Rajasthan,North,Kokilaben Hospital,3,Clinic,MCI-10536
HCP-0537,Kiaan,Sridhar,GP,B,3,Jaipur,Rajasthan,North,,9,Clinic,MCI-10537
HCP-0538,Michael,Sha,Pulmonist,C,7,Mumbai,Maharashtra,West,Global Hospital,34,Phone,MCI-10538
HCP-0539,Kashvi,Sagar,Diabetologist,B,8,Bengaluru,Karnataka,South,,31,Clinic,MCI-10539
HCP-0540,Urishilla,Yogi,Consultant_Physician,A,3,Jaipur,Rajasthan,North,AIIMS,36,WhatsApp,MCI-10540
HCP-0541,Tejas,Kota,Cardiologist,B,4,Bengaluru,Karnataka,South,AIIMS,34,Hospital,MCI-10541
HCP-0542,Finn,Vora,Cardiologist,B,6,Delhi,Delhi,North,,25,Hospital,MCI-10542
HCP-0543,Sanya,Wable,GP,B,6,Kolkata,West Bengal,East,Manipal Hospital,7,Clinic,MCI-10543
HCP-0544,Janaki,Brahmbhatt,Cardiologist,C,9,Bengaluru,Karnataka,South,Narayana Health,22,Phone,MCI-10544
HCP-0545,Isaac,Bhatia,Gastroenterologist,B,7,Delhi,Delhi,North,Max Healthcare,35,Hospital,MCI-10545
HCP-0546,Yashasvi,Jain,Pulmonist,B,7,Ahmedabad,Gujarat,West,,20,Clinic,MCI-10546
HCP-0547,Mason,Gala,GP,A,5,Lucknow,Uttar Pradesh,North,Apollo Hospital,5,Clinic,MCI-10547
HCP-0548,Falak,Venkatesh,Pulmonist,B,5,Mumbai,Maharashtra,West,Fortis Hospital,6,Clinic,MCI-10548
HCP-0549,Riya,Dada,Pulmonist,B,6,Bhopal,Madhya Pradesh,West,Lilavati Hospital,5,Hospital,MCI-10549
HCP-0550,Samesh,Suresh,GP,C,6,Ahmedabad,Gujarat,West,AIIMS,39,Clinic,MCI-10550
HCP-0551,Gavin,Uppal,Cardiologist,B,6,Delhi,Delhi,North,City Hospital,12,WhatsApp,MCI-10551
HCP-0552,Sanaya,Bhakta,Cardiologist,A,1,Chennai,Tamil Nadu,South,Max Healthcare,38,Phone,MCI-10552
HCP-0553,Sudiksha,Deo,GP,B,4,Bengaluru,Karnataka,South,Artemis Hospital,11,Clinic,MCI-10553
HCP-0554,Yochana,Sagar,GP,C,9,Bengaluru,Karnataka,South,Medanta Hospital,11,Phone,MCI-10554
HCP-0555,Tanmayi,Bhardwaj,Gastroenterologist,B,7,Kolkata,West Bengal,East,Max Healthcare,30,WhatsApp,MCI-10555
HCP-0556,Turvi,Morar,Gastroenterologist,A,5,Chennai,Tamil Nadu,South,Narayana Health,12,Hospital,MCI-10556
HCP-0557,Anthony,Randhawa,GP,C,7,Bhopal,Madhya Pradesh,West,,14,Phone,MCI-10557
HCP-0558,Aachal,Aggarwal,Pulmonist,B,5,Hyderabad,Telangana,South,Narayana Health,27,Hospital,MCI-10558
HCP-0559,Tejas,Bora,Pulmonist,C,10,Chennai,Tamil Nadu,South,Medanta Hospital,40,Clinic,MCI-10559
HCP-0560,Chakradev,Sampath,Pulmonist,B,5,Jaipur,Rajasthan,North,Kokilaben Hospital,7,WhatsApp,MCI-10560
HCP-0561,Hemangini,Bhatt,GP,C,9,Bengaluru,Karnataka,South,Artemis Hospital,3,Clinic,MCI-10561
HCP-0562,Darpan,Biswas,Diabetologist,A,3,Pune,Maharashtra,West,Apollo Hospital,35,Clinic,MCI-10562
HCP-0563,Urmi,Balay,GP,B,5,Chennai,Tamil Nadu,South,Sunrise Clinic,36,Hospital,MCI-10563
HCP-0564,Bhavini,Rege,Cardiologist,B,5,Mumbai,Maharashtra,West,Wellness Clinic,24,Clinic,MCI-10564
HCP-0565,Pranit,Deshmukh,GP,B,3,Jaipur,Rajasthan,North,City Hospital,6,Clinic,MCI-10565
HCP-0566,Osha,Prasad,GP,C,8,Chennai,Tamil Nadu,South,,33,Hospital,MCI-10566
HCP-0567,Lavanya,Sen,Consultant_Physician,C,6,Kolkata,West Bengal,East,Artemis Hospital,29,Clinic,MCI-10567
HCP-0568,Krishna,Prashad,Diabetologist,B,4,Mumbai,Maharashtra,West,,4,Hospital,MCI-10568
HCP-0569,Faris,Zacharia,Diabetologist,C,9,Delhi,Delhi,North,Fortis Hospital,36,Clinic,MCI-10569
HCP-0570,Kiaan,Pall,Pulmonist,C,8,Lucknow,Uttar Pradesh,North,Max Healthcare,27,Clinic,MCI-10570
HCP-0571,Jagat,Gokhale,Consultant_Physician,B,7,Hyderabad,Telangana,South,Aster Medcity,12,Phone,MCI-10571
HCP-0572,Maya,Wadhwa,Gastroenterologist,B,6,Mumbai,Maharashtra,West,Apollo Hospital,6,Phone,MCI-10572
HCP-0573,Joshua,Kapoor,Gastroenterologist,C,9,Lucknow,Uttar Pradesh,North,AIIMS,39,Hospital,MCI-10573
HCP-0574,Aarush,Bajaj,Gastroenterologist,B,7,Hyderabad,Telangana,South,Care Clinic,8,Hospital,MCI-10574
HCP-0575,Chanchal,Sheth,Cardiologist,C,8,Chennai,Tamil Nadu,South,Max Healthcare,31,Clinic,MCI-10575
HCP-0576,Panini,Wali,Cardiologist,A,4,Bhopal,Madhya Pradesh,West,Manipal Hospital,14,WhatsApp,MCI-10576
HCP-0577,Ladli,Karpe,GP,B,7,Kochi,Kerala,South,,10,Hospital,MCI-10577
HCP-0578,Yug,Sharma,Cardiologist,C,8,Bengaluru,Karnataka,South,Narayana Health,30,Hospital,MCI-10578
HCP-0579,Hiral,Dubey,Diabetologist,A,2,Bhopal,Madhya Pradesh,West,,7,Clinic,MCI-10579
HCP-0580,Anya,Gulati,Cardiologist,B,5,Chennai,Tamil Nadu,South,Max Healthcare,7,Clinic,MCI-10580
HCP-0581,Isaiah,Balay,Cardiologist,B,7,Ahmedabad,Gujarat,West,,39,Clinic,MCI-10581
HCP-0582,Oni,Babu,Gastroenterologist,C,9,Hyderabad,Telangana,South,Kokilaben Hospital,27,Clinic,MCI-10582
HCP-0583,Wridesh,Jhaveri,GP,A,1,Chennai,Tamil Nadu,South,,19,Clinic,MCI-10583
HCP-0584,Ekalinga,Chaudhuri,GP,B,6,Pune,Maharashtra,West,Narayana Health,15,Clinic,MCI-10584
HCP-0585,Bahadurjit,Sekhon,Diabetologist,C,9,Kolkata,West Bengal,East,Lilavati Hospital,39,WhatsApp,MCI-10585
HCP-0586,Chanakya,Konda,Diabetologist,C,10,Chennai,Tamil Nadu,South,Wellness Clinic,36,Hospital,MCI-10586
HCP-0587,Chaitanya,Ratti,GP,B,3,Kolkata,West Bengal,East,Lilavati Hospital,33,Clinic,MCI-10587
HCP-0588,Reva,Kaur,GP,A,1,Mumbai,Maharashtra,West,Global Hospital,40,Phone,MCI-10588
HCP-0589,Teerth,Bhalla,Cardiologist,C,8,Ahmedabad,Gujarat,West,Fortis Hospital,15,Phone,MCI-10589
HCP-0590,Logan,Thakur,Diabetologist,C,9,Delhi,Delhi,North,AIIMS,21,WhatsApp,MCI-10590
HCP-0591,Bimala,Kaur,Diabetologist,C,9,Bhopal,Madhya Pradesh,West,,5,WhatsApp,MCI-10591
HCP-0592,Eiravati,Nagi,GP,C,9,Kolkata,West Bengal,East,,23,Clinic,MCI-10592
HCP-0593,Warjas,Mittal,GP,C,9,Lucknow,Uttar Pradesh,North,Wellness Clinic,25,Phone,MCI-10593
HCP-0594,Luke,Verma,Diabetologist,B,4,Bengaluru,Karnataka,South,City Hospital,19,Hospital,MCI-10594
HCP-0595,Timothy,Sachdev,GP,B,4,Chennai,Tamil Nadu,South,City Hospital,36,WhatsApp,MCI-10595
HCP-0596,Charita,Maharaj,Consultant_Physician,B,5,Chennai,Tamil Nadu,South,Kokilaben Hospital,33,Clinic,MCI-10596
HCP-0597,Darsh,Gill,Consultant_Physician,C,6,Mumbai,Maharashtra,West,,37,Hospital,MCI-10597
HCP-0598,Prisha,Tandon,Gastroenterologist,A,3,Kolkata,West Bengal,East,Kokilaben Hospital,6,Clinic,MCI-10598
HCP-0599,Champak,Padmanabhan,Diabetologist,C,9,Kochi,Kerala,South,Care Clinic,23,Clinic,MCI-10599
HCP-0600,Lakshmi,Vohra,GP,B,5,Delhi,Delhi,North,,30,Phone,MCI-10600
HCP-0601,Eiravati,Saha,GP,C,7,Mumbai,Maharashtra,West,Apollo Hospital,26,Hospital,MCI-10601
HCP-0602,Nilima,Dixit,Cardiologist,B,5,Kochi,Kerala,South,,9,Clinic,MCI-10602
HCP-0603,Charita,Puri,GP,C,7,Lucknow,Uttar Pradesh,North,Aster Medcity,22,Clinic,MCI-10603
HCP-0604,Qarin,Yogi,GP,C,6,Delhi,Delhi,North,,2,Phone,MCI-10604
HCP-0605,Urvashi,Khosla,Diabetologist,B,4,Bengaluru,Karnataka,South,Care Clinic,8,Clinic,MCI-10605
HCP-0606,Umang,Mital,GP,C,8,Ahmedabad,Gujarat,West,,34,WhatsApp,MCI-10606
HCP-0607,Maanas,Sheth,Pulmonist,B,6,Lucknow,Uttar Pradesh,North,,28,Hospital,MCI-10607
HCP-0608,Dalbir,Sachar,Consultant_Physician,B,4,Bengaluru,Karnataka,South,Global Hospital,6,Hospital,MCI-10608
HCP-0609,Omaja,Wagle,GP,C,8,Chennai,Tamil Nadu,South,Aster Medcity,4,Clinic,MCI-10609
HCP-0610,Krish,Rama,Consultant_Physician,B,6,Mumbai,Maharashtra,West,,30,Hospital,MCI-10610
HCP-0611,Xavier,Kumer,Diabetologist,C,9,Kolkata,West Bengal,East,Max Healthcare,16,Phone,MCI-10611
HCP-0612,Samar,Narayanan,Gastroenterologist,B,7,Delhi,Delhi,North,Artemis Hospital,28,Clinic,MCI-10612
HCP-0613,Farhan,Sengupta,Diabetologist,B,6,Ahmedabad,Gujarat,West,Fortis Hospital,20,Phone,MCI-10613
HCP-0614,Kamala,Chanda,Pulmonist,B,4,Jaipur,Rajasthan,North,Apollo Hospital,37,Clinic,MCI-10614
HCP-0615,Rayaan,Behl,Cardiologist,B,4,Jaipur,Rajasthan,North,,18,WhatsApp,MCI-10615
HCP-0616,Amrita,Purohit,Diabetologist,B,5,Ahmedabad,Gujarat,West,Kokilaben Hospital,34,Clinic,MCI-10616
HCP-0617,Balveer,Bora,Pulmonist,B,6,Bengaluru,Karnataka,South,,37,Hospital,MCI-10617
HCP-0618,Raghav,Kalla,GP,B,3,Chennai,Tamil Nadu,South,,3,Hospital,MCI-10618
HCP-0619,Varenya,Joshi,Cardiologist,B,5,Lucknow,Uttar Pradesh,North,Global Hospital,28,Clinic,MCI-10619
HCP-0620,Gaurangi,Mitter,Consultant_Physician,B,7,Hyderabad,Telangana,South,Wellness Clinic,10,Clinic,MCI-10620
HCP-0621,Alexander,Kakar,Pulmonist,C,6,Mumbai,Maharashtra,West,Aster Medcity,27,Clinic,MCI-10621
HCP-0622,Ranveer,Dalal,Diabetologist,B,3,Pune,Maharashtra,West,Max Healthcare,12,Clinic,MCI-10622
HCP-0623,Varenya,Kibe,Gastroenterologist,B,6,Chennai,Tamil Nadu,South,Artemis Hospital,39,Clinic,MCI-10623
HCP-0624,Samarth,Ranganathan,Pulmonist,B,6,Lucknow,Uttar Pradesh,North,Max Healthcare,22,Clinic,MCI-10624
HCP-0625,Wriddhish,Nagy,Diabetologist,A,1,Delhi,Delhi,North,AIIMS,12,Hospital,MCI-10625
HCP-0626,Barkha,Rai,GP,C,9,Kolkata,West Bengal,East,Narayana Health,13,Clinic,MCI-10626
HCP-0627,Unnati,Walla,Cardiologist,C,8,Hyderabad,Telangana,South,Fortis Hospital,21,Hospital,MCI-10627
HCP-0628,Jagrati,Morar,Consultant_Physician,C,10,Hyderabad,Telangana,South,,35,Phone,MCI-10628
HCP-0629,Advika,Parsa,GP,B,4,Mumbai,Maharashtra,West,Kokilaben Hospital,3,Clinic,MCI-10629
HCP-0630,Yochana,Tank,Cardiologist,B,6,Bengaluru,Karnataka,South,Manipal Hospital,13,Hospital,MCI-10630
HCP-0631,Unnati,Chaudhari,Cardiologist,B,5,Ahmedabad,Gujarat,West,Narayana Health,18,Phone,MCI-10631
HCP-0632,Upasna,Nagarajan,Cardiologist,A,1,Chennai,Tamil Nadu,South,,27,Phone,MCI-10632
HCP-0633,Samar,Prabhakar,GP,C,7,Delhi,Delhi,North,Fortis Hospital,27,WhatsApp,MCI-10633
HCP-0634,Dhriti,Sachdev,GP,B,4,Bengaluru,Karnataka,South,AIIMS,34,Hospital,MCI-10634
HCP-0635,Chakradev,Kant,Consultant_Physician,B,4,Pune,Maharashtra,West,Artemis Hospital,26,Clinic,MCI-10635
HCP-0636,Madhav,Babu,GP,B,8,Delhi,Delhi,North,AIIMS,21,Clinic,MCI-10636
HCP-0637,Advika,Sahni,GP,B,8,Kolkata,West Bengal,East,Kokilaben Hospital,9,WhatsApp,MCI-10637
HCP-0638,Chakrika,Dua,Consultant_Physician,C,10,Chennai,Tamil Nadu,South,Manipal Hospital,31,Clinic,MCI-10638
HCP-0639,Rohan,Narayan,Consultant_Physician,B,5,Mumbai,Maharashtra,West,AIIMS,19,Phone,MCI-10639
HCP-0640,Victor,Raghavan,GP,C,10,Ahmedabad,Gujarat,West,Global Hospital,3,Hospital,MCI-10640
HCP-0641,Yatan,Tata,Diabetologist,B,5,Hyderabad,Telangana,South,,36,Hospital,MCI-10641
HCP-0642,Geetika,Kurian,Gastroenterologist,B,6,Delhi,Delhi,North,,3,Hospital,MCI-10642
HCP-0643,Vrinda,Swaminathan,Diabetologist,C,10,Kolkata,West Bengal,East,Aster Medcity,19,Phone,MCI-10643
HCP-0644,Triveni,Ganguly,GP,B,5,Mumbai,Maharashtra,West,Narayana Health,7,Hospital,MCI-10644
HCP-0645,Indira,Gara,Consultant_Physician,A,5,Delhi,Delhi,North,,19,Phone,MCI-10645
HCP-0646,Logan,Suresh,Pulmonist,B,8,Chennai,Tamil Nadu,South,,11,Phone,MCI-10646
HCP-0647,Qarin,Bhargava,Cardiologist,C,9,Kolkata,West Bengal,East,Apollo Hospital,9,Clinic,MCI-10647
HCP-0648,Bahadurjit,Borde,GP,B,6,Ahmedabad,Gujarat,West,,14,WhatsApp,MCI-10648
HCP-0649,Chanakya,Ahuja,Diabetologist,B,4,Chennai,Tamil Nadu,South,AIIMS,14,Phone,MCI-10649
HCP-0650,Nitara,Devan,Diabetologist,C,9,Mumbai,Maharashtra,West,City Hospital,24,WhatsApp,MCI-10650
HCP-0651,Vihaan,Bir,GP,B,6,Bengaluru,Karnataka,South,Kokilaben Hospital,15,WhatsApp,MCI-10651
HCP-0652,Matthew,Andra,GP,B,6,Jaipur,Rajasthan,North,,15,Hospital,MCI-10652
HCP-0653,Tejas,Tiwari,Pulmonist,B,5,Lucknow,Uttar Pradesh,North,Aster Medcity,18,Phone,MCI-10653
HCP-0654,Tamanna,Prakash,Pulmonist,C,8,Kolkata,West Bengal,East,Aster Medcity,15,Clinic,MCI-10654
HCP-0655,Darpan,Subramanian,Cardiologist,B,5,Chennai,Tamil Nadu,South,Artemis Hospital,17,WhatsApp,MCI-10655
HCP-0656,Vinaya,Babu,Diabetologist,B,3,Chennai,Tamil Nadu,South,Fortis Hospital,22,Clinic,MCI-10656
HCP-0657,Abeer,Wali,Cardiologist,A,1,Mumbai,Maharashtra,West,AIIMS,28,Clinic,MCI-10657
HCP-0658,Nisha,Arora,Pulmonist,C,10,Kochi,Kerala,South,Apollo Hospital,35,Hospital,MCI-10658
HCP-0659,Anay,Wagle,GP,B,7,Chennai,Tamil Nadu,South,,34,Clinic,MCI-10659
HCP-0660,Anvi,Wason,Consultant_Physician,C,9,Bengaluru,Karnataka,South,Care Clinic,33,WhatsApp,MCI-10660
HCP-0661,Bhavini,Badal,Gastroenterologist,B,5,Ahmedabad,Gujarat,West,City Hospital,38,Clinic,MCI-10661
HCP-0662,Yadavi,Sani,Diabetologist,C,8,Bhopal,Madhya Pradesh,West,Care Clinic,5,Clinic,MCI-10662
HCP-0663,Praneel,Chhabra,Gastroenterologist,A,1,Chennai,Tamil Nadu,South,Aster Medcity,36,WhatsApp,MCI-10663
HCP-0664,Gopal,Viswanathan,Consultant_Physician,A,2,Mumbai,Maharashtra,West,,5,Hospital,MCI-10664
HCP-0665,Manthan,Khosla,Pulmonist,C,7,Delhi,Delhi,North,Medanta Hospital,40,Phone,MCI-10665
HCP-0666,Rehaan,Vyas,Gastroenterologist,B,6,Delhi,Delhi,North,,6,Hospital,MCI-10666
HCP-0667,Zayyan,Pandya,Consultant_Physician,B,8,Hyderabad,Telangana,South,City Hospital,26,Clinic,MCI-10667
HCP-0668,Amara,Ranganathan,GP,B,6,Delhi,Delhi,North,Wellness Clinic,34,Clinic,MCI-10668
HCP-0669,Farhan,Prakash,GP,C,7,Pune,Maharashtra,West,City Hospital,27,WhatsApp,MCI-10669
HCP-0670,Nidra,Sharaf,Diabetologist,C,9,Jaipur,Rajasthan,North,Global Hospital,19,Clinic,MCI-10670
HCP-0671,Yagnesh,Kara,Diabetologist,B,5,Kolkata,West Bengal,East,Aster Medcity,9,Clinic,MCI-10671
HCP-0672,Charita,Buch,Consultant_Physician,B,6,Pune,Maharashtra,West,Aster Medcity,8,Clinic,MCI-10672
HCP-0673,Azad,Chander,Cardiologist,C,8,Mumbai,Maharashtra,West,,12,Phone,MCI-10673
HCP-0674,Nidra,Raghavan,Consultant_Physician,B,5,Delhi,Delhi,North,Fortis Hospital,36,Phone,MCI-10674
HCP-0675,Krishna,Soni,Consultant_Physician,B,5,Kolkata,West Bengal,East,Kokilaben Hospital,31,Hospital,MCI-10675
HCP-0676,Daksh,Andra,Pulmonist,B,5,Pune,Maharashtra,West,,27,Hospital,MCI-10676
HCP-0677,Onveer,Butala,Consultant_Physician,B,7,Chennai,Tamil Nadu,South,Fortis Hospital,4,Phone,MCI-10677
HCP-0678,Xalak,Saraf,Cardiologist,C,9,Hyderabad,Telangana,South,Medanta Hospital,28,Clinic,MCI-10678
HCP-0679,Garima,Chandran,Diabetologist,B,5,Kolkata,West Bengal,East,Care Clinic,40,Hospital,MCI-10679
HCP-0680,Brijesh,Karpe,Diabetologist,B,5,Chennai,Tamil Nadu,South,Wellness Clinic,38,Hospital,MCI-10680
HCP-0681,Siddharth,Soman,Cardiologist,B,5,Hyderabad,Telangana,South,Medanta Hospital,31,Hospital,MCI-10681
HCP-0682,Anika,Batra,Pulmonist,B,5,Delhi,Delhi,North,Manipal Hospital,15,WhatsApp,MCI-10682
HCP-0683,Falan,Mand,Pulmonist,B,5,Kolkata,West Bengal,East,,18,Hospital,MCI-10683
HCP-0684,Bachittar,Gola,Consultant_Physician,A,2,Mumbai,Maharashtra,West,Care Clinic,14,Phone,MCI-10684
HCP-0685,Divya,Babu,GP,B,6,Jaipur,Rajasthan,North,Global Hospital,13,Hospital,MCI-10685
HCP-0686,Sarthak,Dhawan,Pulmonist,C,7,Mumbai,Maharashtra,West,Global Hospital,12,Clinic,MCI-10686
HCP-0687,Mitali,Bose,Pulmonist,B,7,Lucknow,Uttar Pradesh,North,Manipal Hospital,34,Phone,MCI-10687
HCP-0688,Chandani,Gaba,Pulmonist,C,7,Ahmedabad,Gujarat,West,Wellness Clinic,34,WhatsApp,MCI-10688
HCP-0689,Wridesh,Ramachandran,Cardiologist,B,3,Delhi,Delhi,North,,10,Hospital,MCI-10689
HCP-0690,Garima,Rajagopalan,Cardiologist,B,8,Chennai,Tamil Nadu,South,AIIMS,12,Hospital,MCI-10690
HCP-0691,Logan,Brar,Pulmonist,C,7,Delhi,Delhi,North,,40,Clinic,MCI-10691
HCP-0692,Xiti,Pal,Gastroenterologist,B,6,Chennai,Tamil Nadu,South,,2,Hospital,MCI-10692
HCP-0693,Chatresh,Chaudhari,Diabetologist,C,9,Kolkata,West Bengal,East,Aster Medcity,40,Phone,MCI-10693
HCP-0694,Rajeshri,Kata,GP,C,7,Kolkata,West Bengal,East,Sunrise Clinic,37,Hospital,MCI-10694
HCP-0695,Faqid,Oak,Consultant_Physician,B,8,Jaipur,Rajasthan,North,Kokilaben Hospital,17,Clinic,MCI-10695
HCP-0696,Mekhala,Narain,Consultant_Physician,B,5,Pune,Maharashtra,West,,5,Phone,MCI-10696
